--	Center	Openings	Link1	Link2	Link3	Link4	Link5	Link6	Status	Checksum
Blank	3	BCTHDPS	DSDDDPC	DBTBPBC	PPHHDTB	BBBBBBB	BBBBBBB	UNIQUE	BCTHDPSDSDDDPCDBTBPBCPPHHDTBBBBBBBBBBBBBBB
Blank	1	BCTHSCB	BBBBBBB	BBBBBBB	PSCDTST	CBPSTSD	BDTCBCP	UNIQUE	BCTHSCBBBBBBBBBBBBBBBPSCDTSTCBPSTSDBDTCBCP
Blank	5	BCTHTHD	BHBSHBT	CHHPTPT	PPCSCPD	BSPHSDP	PSPDDHP	UNIQUE	BCTHTHDBHBSHBTCHHPTPTPPCSCPDBSPHSDPPSPDDHP
Blank	2,3,6	BCTTDHC	HBBSHDS	DCTTDSD	HBSPPDS	BSBTBCT	PSSTDTS	UNIQUE	BCTTDHCHBBSHDSDCTTDSDHBSPPDSBSBTBCTPSSTDTS
Snake	1	BDBCTSC	PTCBTSC	CTPDPTD	CTSDHPP	CBSDHHB	CPPSBSC	UNIQUE	BDBCTSCPTCBTSCCTPDPTDCTSDHPPCBSDHHBCPPSBSC
Blank	5,6	BDBHTDT	SBPDSCB	HTDCPSH	SDPSBBT	CDPHSTB	TSBDTDT	UNIQUE	BDBHTDTSBPDSCBHTDCPSHSDPSBBTCDPHSTBTSBDTDT
Blank	2,5,6	BDBSBPC	DHDBCPB	TPPSSTP	HCPSSSD	HDHTPSP	BSDSHHP	UNIQUE	BDBSBPCDHDBCPBTPPSSTPHCPSSSDHDHTPSPBSDSHHP
Blank	5	BDBSSHB	DBCSSPP	BTCDCSC	PPHCTPB	CDTTSCP	CTTDPPB	UNIQUE	BDBSSHBDBCSSPPBTCDCSCPPHCTPBCDTTSCPCTTDPPB
Blank	3,6	BDCCTCD	PHDSTHB	DCCPTPB	DSTDSHH	DPHDHTS	DPBBBTC	UNIQUE	BDCCTCDPHDSTHBDCCPTPBDSTDSHHDPHDHTSDPBBBTC
Blank	3,5,6	BDCHHPH	DPPHTTH	HCTCDCT	DTSCSDH	HSDHHSS	TDTHCDD	UNIQUE	BDCHHPHDPPHTTHHCTCDCTDTSCSDHHSDHHSSTDTHCDD
Blank	1,5	BDCPHTB	DPCHBCC	PBSPSSD	PTHSTTD	TDTSSBD	TBBTSDC	UNIQUE	BDCPHTBDPCHBCCPBSPSSDPTHSTTDTDTSSBDTBBTSDC
Diamond	3	BDCSHPB	HPHCDBC	PDTSCDD	BPDDDPS	TSCHHBD	DCDBSTD	UNIQUE	BDCSHPBHPHCDBCPDTSCDDBPDDDPSTSCHHBDDCDBSTD
Blank	4	BDCSPST	BPSTTBP	TPCSPTB	DSTHCPH	THDPHHH	CDDPTTP	UNIQUE	BDCSPSTBPSTTBPTPCSPTBDSTHCPHTHDPHHHCDDPTTP
Blank	1,2,4	BDCSTCC	BDBCSBP	BBCPDDD	PTCTHCP	CCCPPDS	DTHHBDH	UNIQUE	BDCSTCCBDBCSBPBBCPDDDPTCTHCPCCCPPDSDTHHBDH
Blank	4,6	BDDCBCC	PHCBPCD	BDDCBBD	HTTHDSB	SPCDSTC	CDSDBPT	UNIQUE	BDDCBCCPHCBPCDBDDCBBDHTTHDSBSPCDSTCCDSDBPT
Blank	5	BDDCCPC	BSCCTSP	SHHDSSD	SSSHBDB	CPHPPPP	PBSPPBD	UNIQUE	BDDCCPCBSCCTSPSHHDSSDSSSHBDBCPHPPPPPBSPPBD
Blank	2,3,5	BDDCHTP	PPPDTCP	PTPCBBD	HPPTBHC	THDCSBC	THHBBPT	UNIQUE	BDDCHTPPPPDTCPPTPCBBDHPPTBHCTHDCSBCTHHBBPT
Clover	2	BDDCPTD	TTPPDPD	BSHTBSP	HCBBTPB	BBBTCSH	CDSTPBT	UNIQUE	BDDCPTDTTPPDPDBSHTBSPHCBBTPBBBBTCSHCDSTPBT
Blank	1,2,3,5	BDDDTCS	DTPTCTB	BDSSSSH	SPTSSDS	BDDBTBB	BDSTDCD	UNIQUE	BDDDTCSDTPTCTBBDSSSSHSPTSSDSBDDBTBBBDSTDCD
Blank	2,5,6	BDDTDTP	BHDDPTB	TPTTTHD	BTSSTTD	DDPPSCD	SSDTBTS	UNIQUE	BDDTDTPBHDDPTBTPTTTHDBTSSTTDDDPPSCDSSDTBTS
Plus	3,4,6	BDHBSPB	TBBSSHH	CCCPBTH	HDTTSTS	BCPHBTD	PTCPPHT	UNIQUE	BDHBSPBTBBSSHHCCCPBTHHDTTSTSBCPHBTDPTCPPHT
Blank	2,4	BDHBSPH	SBTHPPH	TBDPDDB	TBDBDDD	SPPHPPT	BSHCCTS	UNIQUE	BDHBSPHSBTHPPHTBDPDDBTBDBDDDSPPHPPTBSHCCTS
Blank	2,6	BDHCBTC	HCBDTHS	TPCHTCH	BPSDDDP	PPDHPBD	DSDHTTP	UNIQUE	BDHCBTCHCBDTHSTPCHTCHBPSDDDPPPDHPBDDSDHTTP
Blank	6	BDHDCPB	DTHHHCH	CPDSDCS	BBBBBBB	SBPCBPP	TDDHHCT	UNIQUE	BDHDCPBDTHHHCHCPDSDCSBBBBBBBSBPCBPPTDDHHCT
Blank	2,3,5	BDHPHDS	SBTTHCS	BSDDBDH	BBTCPDB	CSCCSDC	CTHHTDH	UNIQUE	BDHPHDSSBTTHCSBSDDBDHBBTCPDBCSCCSDCCTHHTDH
Blank	5	BDHTBHS	PDBTHTD	PTSCBSD	HHBSCPT	TCDSHTH	DDPHHTH	UNIQUE	BDHTBHSPDBTHTDPTSCBSDHHBSCPTTCDSHTHDDPHHTH
Snake	2,5	BDPBBBS	THTSTSH	SPPDTTC	HSPSBCB	BDCBBSH	TTTBSTB	UNIQUE	BDPBBBSTHTSTSHSPPDTTCHSPSBCBBDCBBSHTTTBSTB
Blank	1,2	BDPDDBH	PPDDTCS	BDDTBCD	THCBCPH	PPTTHHP	HBCSCCT	UNIQUE	BDPDDBHPPDDTCSBDDTBCDTHCBCPHPPTTHHPHBCSCCT
Blank	5	BDPDSBB	THTTHPP	CBCPTPH	CSTPHTH	HHHTTDP	PCPTSSP	UNIQUE	BDPDSBBTHTTHPPCBCPTPHCSTPHTHHHHTTDPPCPTSSP
Blank	5,6	BDPHCBP	TPSBTDD	STBSBHB	TBTHCTC	SHPPSDP	PPCPBHC	UNIQUE	BDPHCBPTPSBTDDSTBSBHBTBTHCTCSHPPSDPPPCPBHC
Snake	3,5	BDPSDCH	TSDBCTH	PHCHBPT	CPCHSSD	PCTBPBC	BPTBSDS	UNIQUE	BDPSDCHTSDBCTHPHCHBPTCPCHSSDPCTBPBCBPTBSDS
Hex	3,5,6	BDPSDTB	PTPTDCC	TSBPBST	HTCDDHC	BDCDHSC	SDDPSSC	UNIQUE	BDPSDTBPTPTDCCTSBPBSTHTCDDHCBDCDHSCSDDPSSC
Clover	1,4	BDPSPDC	SDBTHHT	BPTDDHH	DHPTDHS	PBDPSBD	CSBSHHD	UNIQUE	BDPSPDCSDBTHHTBPTDDHHDHPTDHSPBDPSBDCSBSHHD
Blank	3,5	BDSBBSP	TTSBPHT	SHTDTSD	HDCDDTD	CPDPTTT	TTHHCHH	UNIQUE	BDSBBSPTTSBPHTSHTDTSDHDCDDTDCPDPTTTTTHHCHH
Blank	5,6	BDSBDSH	DSCTBDD	HHDBBDH	SPTPTCH	CHHTDBD	DDTSBBP	UNIQUE	BDSBDSHDSCTBDDHHDBBDHSPTPTCHCHHTDBDDDTSBBP
Blank	2	BDSBPTT	DTBPHTP	DCTBDBS	PBTTCDS	SPPBCSP	DBCBTPC	UNIQUE	BDSBPTTDTBPHTPDCTBDBSPBTTCDSSPPBCSPDBCBTPC
Blank	2,6	BDSCPHP	SCHPDBD	DCPCDCB	BBBSPBD	DDPBHSD	TSDHCPP	UNIQUE	BDSCPHPSCHPDBDDCPCDCBBBBSPBDDDPBHSDTSDHCPP
Blank	5	BDSCTBD	HTCBPHC	HPSTCPC	DHPTPPP	CPBTBPT	CPPTTSB	UNIQUE	BDSCTBDHTCBPHCHPSTCPCDHPTPPPCPBTBPTCPPTTSB
Blank	1	BDSHPPT	DHCDCBS	STCDTCC	PPPCDPD	PPTDPTB	DCBDSDS	UNIQUE	BDSHPPTDHCDCBSSTCDTCCPPPCDPDPPTDPTBDCBDSDS
Blank	2,5	BDSPBPC	BPCCSBP	DCDSBBB	BCSDSCB	HDTTDTC	PTTPHTS	UNIQUE	BDSPBPCBPCCSBPDCDSBBBBCSDSCBHDTTDTCPTTPHTS
Blank	1,2,5	BDSSCBD	CBPTPTP	CHDHHSB	PPSHTPC	DCPBTCP	CPCSDSP	UNIQUE	BDSSCBDCBPTPTPCHDHHSBPPSHTPCDCPBTCPCPCSDSP
Blank	1,4	BDSSDDP	BBBBBBB	BBBBBBB	PBCTDSP	PSDCSHT	HDSTTHT	UNIQUE	BDSSDDPBBBBBBBBBBBBBBPBCTDSPPSDCSHTHDSTTHT
Blank	1,3,4	BDSTBCH	CBDDPCD	STBHCCC	TBDHSPB	BPDTBTC	SPTPCCP	UNIQUE	BDSTBCHCBDDPCDSTBHCCCTBDHSPBBPDTBTCSPTPCCP
Blank	1	BDSTBSH	TPDTSHT	CDTTDPB	HPHBDBB	BTDHSPT	DBPTTSD	UNIQUE	BDSTBSHTPDTSHTCDTTDPBHPHBDBBBTDHSPTDBPTTSD
Blank	3,4,6	BDTBPCD	TDBCHDD	CCDSSHH	PPBHHPS	DPTHCHT	HHDHPTS	UNIQUE	BDTBPCDTDBCHDDCCDSSHHPPBHHPSDPTHCHTHHDHPTS
Blank	1,3,5,6	BDTCSBC	DCPSTPD	DDBTHPP	HCSSSCP	DSPBBDB	DPHBCCP	UNIQUE	BDTCSBCDCPSTPDDDBTHPPHCSSSCPDSPBBDBDPHBCCP
Blank	5	BDTHBDD	PPSBSTD	HHTTDBS	SHSPSHS	DCCDDDC	DCDPSTD	UNIQUE	BDTHBDDPPSBSTDHHTTDBSSHSPSHSDCCDDDCDCDPSTD
Clover	5	BDTHHCH	BBCSPHS	PDDSHTC	PBTDPPS	HTTHBBT	DDBDCTP	UNIQUE	BDTHHCHBBCSPHSPDDSHTCPBTDPPSHTTHBBTDDBDCTP
Clover	5,6	BDTSBHD	THDPHHH	DDHSPCT	BPBSSHS	DBBHDBH	BBSBHCP	UNIQUE	BDTSBHDTHDPHHHDDHSPCTBPBSSHSDBBHDBHBBSBHCP
Snake	4	BDTSHST	TSCTBDP	SPHBHBH	CPPHSDH	CSCPHSS	TTPTPHH	UNIQUE	BDTSHSTTSCTBDPSPHBHBHCPPHSDHCSCPHSSTTPTPHH
Blank	4,5	BHBBHBP	HPBPSTB	DTHPSTH	HHPDCDT	PDDTCBB	CPHCSSC	UNIQUE	BHBBHBPHPBPSTBDTHPSTHHHPDCDTPDDTCBBCPHCSSC
Blank	1,3	BHBPHSP	PHDHHSB	PHTSPHC	CDCTSPB	PDCSBTT	DPBTTHH	UNIQUE	BHBPHSPPHDHHSBPHTSPHCCDCTSPBPDCSBTTDPBTTHH
Blank	2,5,6	BHBSDCC	PTHDCCC	STHCBBP	BBSCDPC	PBBBDDS	BDPHPBB	UNIQUE	BHBSDCCPTHDCCCSTHCBBPBBSCDPCPBBBDDSBDPHPBB
Snake	1,4	BHBSDSB	BBHBPHB	SCHBCSP	DTBBHHC	CCCDSBB	BCDDPPS	UNIQUE	BHBSDSBBBHBPHBSCHBCSPDTBBHHCCCCDSBBBCDDPPS
Blank	2,4	BHBSTCH	BTSHSBS	HSSDHBD	BBBCSDP	HPPDHSS	HCTCPTB	UNIQUE	BHBSTCHBTSHSBSHSSDHBDBBBCSDPHPPDHSSHCTCPTB
Blank	3	BHBTPDS	TTCDTCH	BDBTBCH	TSCCSPT	BBTTDSH	HBCCSPB	UNIQUE	BHBTPDSTTCDTCHBDBTBCHTSCCSPTBBTTDSHHBCCSPB
Blank	2,3,5	BHBTSHB	CBBHDST	DHPCCCT	HBSBCSC	TCPBPHT	DCSTDHC	UNIQUE	BHBTSHBCBBHDSTDHPCCCTHBSBCSCTCPBPHTDCSTDHC
Blank	5	BHCHHBP	BBHHDPT	TTCSSHB	HCBTTPT	BTTTPTT	DBSBSSS	UNIQUE	BHCHHBPBBHHDPTTTCSSHBHCBTTPTBTTTPTTDBSBSSS
Blank	5	BHCHTCC	HPHSBSH	PPSSHST	TDTDCBC	DHDHBDT	HPBBDSH	UNIQUE	BHCHTCCHPHSBSHPPSSHSTTDTDCBCDHDHBDTHPBBDSH
Clover	1,5,6	BHCHTHT	BBBBBBB	BBBBBBB	SDBSCSD	BCCCPDH	BBBSDTH	UNIQUE	BHCHTHTBBBBBBBBBBBBBBSDBSCSDBCCCPDHBBBSDTH
Blank	5	BHCPBBT	SCCCHDD	BHHPSTP	DBSPBBD	STPBTBB	DDCHTTS	UNIQUE	BHCPBBTSCCCHDDBHHPSTPDBSPBBDSTPBTBBDDCHTTS
Blank	2	BHCPSDT	PBDDHTC	BBBBBBB	BBBBBBB	BBBBBBB	SHTCPHH	UNIQUE	BHCPSDTPBDDHTCBBBBBBBBBBBBBBBBBBBBBSHTCPHH
Diamond	5,6	BHCSTTH	SHTCDHB	CPPHTBP	CPDDPBC	DPTTHTT	TDTCDSP	UNIQUE	BHCSTTHSHTCDHBCPPHTBPCPDDPBCDPTTHTTTDTCDSP
Blank	2,6	BHCTCBD	STTPCBT	BHDHHTC	DHHPBBT	BHHTPCD	THBBPCC	UNIQUE	BHCTCBDSTTPCBTBHDHHTCDHHPBBTBHHTPCDTHBBPCC
Blank	2,4,5	BHCTDBS	CHBSTTD	DPHTCTC	DTBBPDB	HBPSDDT	CPCCDCD	UNIQUE	BHCTDBSCHBSTTDDPHTCTCDTBBPDBHBPSDDTCPCCDCD
Clover	5	BHDBBCT	BDDTTSC	BDDDBSD	BDTHCDD	THDSHBC	HBBHBCH	UNIQUE	BHDBBCTBDDTTSCBDDDBSDBDTHCDDTHDSHBCHBBHBCH
Hex	6	BHDBTPC	SPCSHBT	CCPSDPT	HHHBPHD	BBTPTHC	TCBHSST	UNIQUE	BHDBTPCSPCSHBTCCPSDPTHHHBPHDBBTPTHCTCBHSST
Blank	1,4,5	BHDPPST	HSBBBHT	HDSTHTT	TSCPCSC	DHDSTPT	CHPBPTP	UNIQUE	BHDPPSTHSBBBHTHDSTHTTTSCPCSCDHDSTPTCHPBPTP
Diamond	2,6	BHDSHPH	BHBCPPB	BTPDTDC	BSDTBPT	CHPTHDC	TCPSCSB	UNIQUE	BHDSHPHBHBCPPBBTPDTDCBSDTBPTCHPTHDCTCPSCSB
Plus	1,4	BHDTBCB	BPTPSHS	BSDCCSP	CBCSTPB	BPPBBDB	BPDPCDC	UNIQUE	BHDTBCBBPTPSHSBSDCCSPCBCSTPBBPPBBDBBPDPCDC
Snake	6	BHHBSSC	HBHHCCP	SSDHTPH	BHDHHBT	PDPSBCH	BHBCDPP	UNIQUE	BHHBSSCHBHHCCPSSDHTPHBHDHHBTPDPSBCHBHBCDPP
Blank	2,5	BHHCSCB	THSBSBP	BHBTTTS	PSSTBTS	CPHCHPB	CPTCHPS	UNIQUE	BHHCSCBTHSBSBPBHBTTTSPSSTBTSCPHCHPBCPTCHPS
Diamond	3,5	BHHHCBC	TBHDCCD	DTDPHSH	SDPBPTC	PBDPPBP	CSHPSPC	UNIQUE	BHHHCBCTBHDCCDDTDPHSHSDPBPTCPBDPPBPCSHPSPC
Clover	2,5,6	BHHHHDB	STCCCCS	BBSHBBB	BCDSCCT	TTTTBBT	SDCSCHD	UNIQUE	BHHHHDBSTCCCCSBBSHBBBBCDSCCTTTTTBBTSDCSCHD
Blank	6	BHHTCHB	CDDTBTH	PCBCTBT	THCCDPC	BHCPPHD	HBBHTHS	UNIQUE	BHHTCHBCDDTBTHPCBCTBTTHCCDPCBHCPPHDHBBHTHS
Blank	2,3,6	BHPBDSS	CSSSBDD	SDTBSPC	DCSTPCB	SSBDSCC	DCTTDBT	UNIQUE	BHPBDSSCSSSBDDSDTBSPCDCSTPCBSSBDSCCDCTTDBT
Blank	2,5,6	BHPDHPB	HCCTTTC	DTSHTHH	CHDDBTP	HTTTCHT	PDBTCHB	UNIQUE	BHPDHPBHCCTTTCDTSHTHHCHDDBTPHTTTCHTPDBTCHB
Blank	2,3,4,5,6	BHPPHSS	DTTBPST	HHDBDDH	TDPCPDC	TCTSCHD	PDCHPDT	UNIQUE	BHPPHSSDTTBPSTHHDBDDHTDPCPDCTCTSCHDPDCHPDT
Blank	2,6	BHPTBPH	TCTTBHB	TDCTHCC	DHSTCHP	PPDHPSH	HSTSBTT	UNIQUE	BHPTBPHTCTTBHBTDCTHCCDHSTCHPPPDHPSHHSTSBTT
Blank	3,6	BHSBHTT	PPDHPSH	DTHTPSH	PPBBTPB	BPBCHTH	TCPTHDB	UNIQUE	BHSBHTTPPDHPSHDTHTPSHPPBBTPBBPBCHTHTCPTHDB
Blank	5,6	BHSBTBP	DTPTDPP	PTCHPCT	PBPBTSS	CDTHPHC	SBPSHDD	UNIQUE	BHSBTBPDTPTDPPPTCHPCTPBPBTSSCDTHPHCSBPSHDD
Blank	2,5	DDCCSDC	PCPPDCP	CCCDCCS	HTBPTCP	DBDCCBH	BHHDHPH	UNIQUE	DDCCSDCPCPPDCPCCCDCCSHTBPTCPDBDCCBHBHHDHPH
Blank	3,5	BHSCPCB	CTDHCBB	HPSHDTC	BHTCSDD	TBDTHPB	PHPTSPH	UNIQUE	BHSCPCBCTDHCBBHPSHDTCBHTCSDDTBDTHPBPHPTSPH
Blank	2,3,5	BHSCSTS	HHPPDTD	DDTSBBP	TBSPHDB	HBPCHCP	SBPSHDS	UNIQUE	BHSCSTSHHPPDTDDDTSBBPTBSPHDBHBPCHCPSBPSHDS
Diamond	2,3	BHSHCCB	DPCDDSS	HPSBPPT	TTPTTHH	PDPBCDD	PSSTCHC	UNIQUE	BHSHCCBDPCDDSSHPSBPPTTTPTTHHPDPBCDDPSSTCHC
Blank	1,2,3,6	BHSHDTD	DSBTDDS	TBBTSPP	SDTTCHD	HCCSHDS	BTSCSSD	UNIQUE	BHSHDTDDSBTDDSTBBTSPPSDTTCHDHCCSHDSBTSCSSD
Blank	3,5,6	BHTCSPD	CPPDDBC	PTSPTPC	DCHBCDP	SSHDPBD	PBSCPPD	UNIQUE	BHTCSPDCPPDDBCPTSPTPCDCHBCDPSSHDPBDPBSCPPD
Blank	5	BHTDTBS	DHTPDBT	CHDPSSB	SBSDSCH	HBDHBDH	STDTCSS	UNIQUE	BHTDTBSDHTPDBTCHDPSSBSBSDSCHHBDHBDHSTDTCSS
Diamond	2,4,5	BHTHHCC	SDPDTCP	PBSPPBD	TTSSCBC	HPBCBCH	SSCDBSD	UNIQUE	BHTHHCCSDPDTCPPBSPPBDTTSSCBCHPBCBCHSSCDBSD
Blank	1,2	BHTPBBD	SSBTHHH	CPDSHSS	DTCCTCS	DSPPCCP	BTBSHCD	UNIQUE	BHTPBBDSSBTHHHCPDSHSSDTCCTCSDSPPCCPBTBSHCD
Blank	6	BPBPPCP	CCHSHPH	PSHDPDP	DPCDCBC	TCBBPHP	PCCPCCT	UNIQUE	BPBPPCPCCHSHPHPSHDPDPDPCDCBCTCBBPHPPCCPCCT
Clover	4,6	BPBSBTP	HBHTDPD	CPCSBHB	HPBSTTC	PCSHSSD	CTDDBCD	UNIQUE	BPBSBTPHBHTDPDCPCSBHBHPBSTTCPCSHSSDCTDDBCD
Plus	1,2,3,5	BPBTPHP	HHCPSDH	TCCSCHS	CDCCPTH	HDHCHTD	CTTPPCC	UNIQUE	BPBTPHPHHCPSDHTCCSCHSCDCCPTHHDHCHTDCTTPPCC
Blank	3	BPBTSHB	DHPDTHP	PTPTCST	BTCSBCC	CPDSDSC	DDHBPCP	UNIQUE	BPBTSHBDHPDTHPPTPTCSTBTCSBCCCPDSDSCDDHBPCP
Snake	2,3,6	BPCDHBS	DTHTPHB	DTCHCDT	BTBDBCH	BHCBCTD	DCSDCBP	UNIQUE	BPCDHBSDTHTPHBDTCHCDTBTBDBCHBHCBCTDDCSDCBP
Blank	5	BPCHSDC	CBBSDPC	DCHPCTS	DTDTDBD	THDPCSS	DPPSSDD	UNIQUE	BPCHSDCCBBSDPCDCHPCTSDTDTDBDTHDPCSSDPPSSDD
Hex	3	BPCPHTD	SDTCTCT	PPPHBCS	DTCSBTP	CHTPSBH	BSPDCTB	UNIQUE	BPCPHTDSDTCTCTPPPHBCSDTCSBTPCHTPSBHBSPDCTB
Blank	3,6	BPCSHBC	DBDPSTS	TBCHHTD	CHBTDBD	CHTSBDT	PPCCTCT	UNIQUE	BPCSHBCDBDPSTSTBCHHTDCHBTDBDCHTSBDTPPCCTCT
Blank	3	BPDBCHB	CSDPBSC	DPBTSBS	HDTSDPS	DTDBCBS	HHHDTCT	UNIQUE	BPDBCHBCSDPBSCDPBTSBSHDTSDPSDTDBCBSHHHDTCT
Blank	3,5	BPDBHTT	PBDPPHS	SBSCDCP	SCCTPSB	TCDCCTH	HBCDHHT	UNIQUE	BPDBHTTPBDPPHSSBSCDCPSCCTPSBTCDCCTHHBCDHHT
Snake	2,3,5,6	BPDCBBB	STTDPCB	PTBTPDH	DCDTDSP	TDHSCDD	SHHHTHD	UNIQUE	BPDCBBBSTTDPCBPTBTPDHDCDTDSPTDHSCDDSHHHTHD
Blank	5	BPDDDPS	BHHTBTC	CCHTPCH	PPCHDBB	DCDHDCT	BPCTDDB	UNIQUE	BPDDDPSBHHTBTCCCHTPCHPPCHDBBDCDHDCTBPCTDDB
Blank	3	BPDPDBP	BPDDPTS	SDSCBHB	BCCCSHT	DSHSTHT	HDTTPBP	UNIQUE	BPDPDBPBPDDPTSSDSCBHBBCCCSHTDSHSTHTHDTTPBP
Blank	6	BPDSCPB	HDDSPCH	BCBDPCP	SHCDBDH	THTHBTP	BBTPCDH	UNIQUE	BPDSCPBHDDSPCHBCBDPCPSHCDBDHTHTHBTPBBTPCDH
Blank	2,3,6	BPDSCPD	BHHHTDT	CDBCPTC	PSCPHTT	CTSBSDD	SPCCDDD	UNIQUE	BPDSCPDBHHHTDTCDBCPTCPSCPHTTCTSBSDDSPCCDDD
Hex	3,5	BPDSHHP	BBSCHBD	CHBTBPP	PBBCDDP	SSDBCSB	DSDSDSC	UNIQUE	BPDSHHPBBSCHBDCHBTBPPPBBCDDPSSDBCSBDSDSDSC
Blank	1	BPHBPCP	BBPPDTP	STSCBDB	HDSCHTS	BDBTPTT	HTDBBBT	UNIQUE	BPHBPCPBBPPDTPSTSCBDBHDSCHTSBDBTPTTHTDBBBT
Blank	3	BPHBPPP	BSSCHTD	BSPSHHH	BDPTPTH	PPCSTCD	SDHTDBP	UNIQUE	BPHBPPPBSSCHTDBSPSHHHBDPTPTHPPCSTCDSDHTDBP
Blank	3,5	BPHCPDP	CDHPHDH	BDCCBDH	DCDHDBB	HSCPDSD	BPSBTBB	UNIQUE	BPHCPDPCDHPHDHBDCCBDHDCDHDBBHSCPDSDBPSBTBB
Plus	2,3,5	BPHCTTC	DTBSTCC	PHSHSPB	HCSCSST	DSTSHTH	TSSBSHD	UNIQUE	BPHCTTCDTBSTCCPHSHSPBHCSCSSTDSTSHTHTSSBSHD
Clover	2,4	BPHHDTD	TCCSDST	HTDCBHD	BDHTSBD	STHPBPD	TPCDHHH	UNIQUE	BPHHDTDTCCSDSTHTDCBHDBDHTSBDSTHPBPDTPCDHHH
Blank	2,3	BPHHHPD	TSPCSCH	SHPPBTH	DPBDSSS	DBPSHSD	SSPTHTS	UNIQUE	BPHHHPDTSPCSCHSHPPBTHDPBDSSSDBPSHSDSSPTHTS
Snake	3	BPHHTCC	TCCCHHD	TBPHDCB	TSTCDHP	DDTHSCD	PDHSPDC	UNIQUE	BPHHTCCTCCCHHDTBPHDCBTSTCDHPDDTHSCDPDHSPDC
Blank	4,6	BPHPTHS	DHHDBTH	HPTSPSC	CDDCDCC	BHTBBDP	SDSPSDS	UNIQUE	BPHPTHSDHHDBTHHPTSPSCCDDCDCCBHTBBDPSDSPSDS
Blank	6	BPHSHHP	CHTTSDS	DTHTDCT	SDDSDTH	CDSHBCP	SCHSTCT	UNIQUE	BPHSHHPCHTTSDSDTHTDCTSDDSDTHCDSHBCPSCHSTCT
Hex	1	BPHTPHB	CDBTTBP	BTTBTCS	BCBCSBC	CCTDPPH	SHPCSHD	UNIQUE	BPHTPHBCDBTTBPBTTBTCSBCBCSBCCCTDPPHSHPCSHD
Blank	1,4,6	BPHTPHC	TPHPBSH	SHPPTDH	CPDSTDS	BSTCTDH	CCSSBCP	UNIQUE	BPHTPHCTPHPBSHSHPPTDHCPDSTDSBSTCTDHCCSSBCP
Blank	3,5,6	BPPBHHC	HBHDTSP	DSTCCDC	SDBCSTC	BHTSTDD	PHDTPHD	UNIQUE	BPPBHHCHBHDTSPDSTCCDCSDBCSTCBHTSTDDPHDTPHD
Blank	4,5,6	BPPCSHC	BSDBDTS	CPPCTSS	DHCHSDD	BBSCTPH	CDTTBSP	UNIQUE	BPPCSHCBSDBDTSCPPCTSSDHCHSDDBBSCTPHCDTTBSP
Blank	2,3,4,5	BPPDPCB	HCTHPCC	TTCBPSP	PDBHBDH	CCSDBPB	DHDCCHC	UNIQUE	BPPDPCBHCTHPCCTTCBPSPPDBHBDHCCSDBPBDHDCCHC
Plus	1,2,4	BPPPPHH	TSPCCBS	TBCCHBS	STDSSPT	BBHBPBD	PTCPPPH	UNIQUE	BPPPPHHTSPCCBSTBCCHBSSTDSSPTBBHBPBDPTCPPPH
Blank	2,5,6	BPPSTSC	BCSBBTP	CDBTPDD	DSSTHDH	DBPHPTP	CSCPTSP	UNIQUE	BPPSTSCBCSBBTPCDBTPDDDSSTHDHDBPHPTPCSCPTSP
Blank	3	BPPTTPB	SPCPHTP	BCTDHSP	DCCDBCP	BPHSTSS	SHCBCTH	UNIQUE	BPPTTPBSPCPHTPBCTDHSPDCCDBCPBPHSTSSSHCBCTH
Clover	2,3,5	BPSBCCH	HHDHDTT	SPPDDTP	SPSPTBT	SPBBPTD	SSHHTDD	UNIQUE	BPSBCCHHHDHDTTSPPDDTPSPSPTBTSPBBPTDSSHHTDD
Blank	2,3,5	BPSBDPH	HBPCDDC	BTPSDSH	TBSCCDH	SHHPTBH	CTSHDCD	UNIQUE	BPSBDPHHBPCDDCBTPSDSHTBSCCDHSHHPTBHCTSHDCD
Blank	3,6	BPSBDTB	DSHHDBH	SSTPBCC	BTCTSTD	TSHHTDS	PTSDSCP	UNIQUE	BPSBDTBDSHHDBHSSTPBCCBTCTSTDTSHHTDSPTSDSCP
Plus	2	BPSCCSC	HTTTCHT	HHBBBPD	HTPCSDD	CSDPBSC	BBPTSST	UNIQUE	BPSCCSCHTTTCHTHHBBBPDHTPCSDDCSDPBSCBBPTSST
Blank	1,2,6	BPSHHTT	BPSTBBH	BPCSHDH	BCTBTSC	CBHPSDD	HHDHCDT	UNIQUE	BPSHHTTBPSTBBHBPCSHDHBCTBTSCCBHPSDDHHDHCDT
Blank	3,5	BPSPHBB	CTSTHBS	BTBTSSH	HSPCHDP	PTBCSHD	DTDCPBP	UNIQUE	BPSPHBBCTSTHBSBTBTSSHHSPCHDPPTBCSHDDTDCPBP
Blank	2,3	BPTDHBB	DDCHBTH	BSDSHHP	STSCDCT	BHHSHSD	CTCBCDS	UNIQUE	BPTDHBBDDCHBTHBSDSHHPSTSCDCTBHHSHSDCTCBCDS
Snake	2,5,6	BPTHBDT	DDHHDDP	PBHDTPD	PHSDPCB	DBCBCCH	PCPSSTT	UNIQUE	BPTHBDTDDHHDDPPBHDTPDPHSDPCBDBCBCCHPCPSSTT
