Image	Piece	Links	Code 1	Code 2	Code 3	Code 4	Code 5	Code 6
	Blank	1,2,3,6	PHCBCBT	PCCDHDD	CSHCTDS	BHPDDSS	DPPCSST	HPCCSDC
	Blank	6	BDHDCPB	DTHHHCH	CPDSDCS	BBBBBBB	SBPCBPP	TDDHHCT
	Blank	3	DDTPBCB	HTDPTDD	TCDBDHP	SBPPCBT	BBBBBBB	BBBBBBB
	Blank	2,6	PPSSSSB	CPSTCDS	PDDSHHS	BSTCCBB	TSTCSPB	BHSCDHD
	Blank	2,4	PHSHCHT	BDHCDST	DSCDCCC	PSBSPTP	HPSSBCD	TDBTHPS
	Blank	3	PPDHBCC	PDHBBBD	BDSHCHS	SPPHPCB	PHHTBDB	BSBCPBD
	Blank	3,5	CPBDCSC	HTHDCDC	TCCPHSD	PSBPHCB	THDBHPT	BPPSPTD
	Blank	2	BBTBBSH	PCDHHTT	TCSDTPB	TTTCTHB	HTDTHHD	HPDSHDC
	Blank	4	BCBCSBC	HHDTHTT	DSBHBDP	DTPTBBH	PSTDPPB	DTPBCCH
	Blank	5	BDBSSHB	DBCSSPP	BTCDCSC	PPHCTPB	CDTTSCP	CTTDPPB
	Blank	1,3	BHBPHSP	PHDHHSB	PHTSPHC	CDCTSPB	PDCSBTT	DPBTTHH
	Blank	2,6	BHPTBPH	TCTTBHB	TDCTHCC	DHSTCHP	PPDHPSH	HSTSBTT
	Diamond	2,3	BHSHCCB	DPCDDSS	HPSBPPT	TTPTTHH	PDPBCDD	PSSTCHC
	Blank	2,4,5	BHSSPPC	HPHHHPH	SCSBBTD	TSCCBDC	DCSHPCP	HSBCBHB
	Diamond	2,4,5	BHTHHCC	SDPDTCP	PBSPPBD	TTSSCBC	HPBCBCH	SSCDBSD
	Blank	2,5,6	BPPSTSC	BCSBBTP	CDBTPDD	DSSTHDH	DBPHPTP	CSCPTSP
	Blank	5	BSCDSSB	THBPDCD	STDHCBT	SPCCSSB	PSCHTTP	DPSPHDH
	Plus	2,5,6	BSHBCCC	DPSPHCS	PCCCPPH	PSHPSSB	SDCSTTD	CBCSPBP
	Blank	2,4	CBHSHDS	STHSSHC	HPTTSDH	DDDCTCP	TSBHHST	DCHSHTC
	Blank	2	CBSPBBT	DCPCCDC	SBSCBCC	CPSTTTC	TPTCBPC	DHTTHHC
	Blank	3	CCPSCCH	HTPDTTB	TTCPTPD	CDPTCHP	TBHPDSC	SCPSDBP
	Blank	6	CDHDHPH	PTTPBDS	HBBSPSD	TDHDBSH	DHSPBHB	HDSPBCH
	Blank	3,5	CDPCCCT	BTBBPPH	STHPTST	CCCPCCP	SHBHBCT	TBBTCTB
	Blank	2,3,6	CHBHDPB	CDSCPHD	HCBPSBH	PPPPDCS	TTSHCTT	HPTBHTS
	Blank	2,6	CHHHCPD	SSDTBBC	PBHPCCH	BBTSTHB	SHSBHTC	HSDBHCB
	Blank	2,4	CSCBTDP	SCTCSHP	HHHDTCT	PTPBDCC	CBCCDPC	BHHPSTP
	Blank	2,4,5	CSSBBHH	CSCCPCB	CHPTTPC	SPSSHPH	PPDCSDS	BDBTDHS
	Blank	1,2,4,6	CTBHSTP	HHTBTHT	PTCDPST	TCBHBPP	CDDTPPD	PHCBBHC
	Hex	5	CTSHCSC	DCHSBTB	BHTHDPC	BBHHCCB	TDTTPDB	TPTTHCT
	Blank	2,3,5	DBDPSDH	PTPCSSS	PPSBPTP	SCHTDBP	BSDTCBB	CDPPHHP
	Blank	3,4,5	DCHBCDP	DTHBBHT	PTHTDBS	DCSHBBB	BHDSDSC	CHPTCTT
	Blank	1,5	DDTDDPP	SCDSCTT	DHHHBHS	PHPCSDD	PSHDHPH	PDDSHTC
	Blank	1	DHHPBHB	DDHDHHS	TTTTBBS	CDBTDPC	CHSCHDT	SCHBSCB
	Blank	3,5	DPDSDPS	CPPPCSH	HCCHCST	PTPBCTC	HHTDCHT	DCDTPBD
	Blank	2,3,6	PCSBBCT	TTCBPDH	CTPCTCT	HDPPBHD	TTDSTHP	PPCBBCB
	Blank	3,5	PDPSTTT	HSDBDDD	PBBDBCT	HTBBTBT	CBPTPTP	TDSBHDB
	Snake	5	PHBHPDC	DPHHSSC	PSPSPCS	CDTPTDB	TPHBSDS	DBHBDSH
	Blank	2	PSDHTST	DPTSBBB	BSBCHCT	BHDTDDT	PDDBPDD	DPCCTDB
	Blank	2,6	PSSBCPH	HBCCHBP	DSPSSSP	BCHHSPH	DPTDBBB	SDDDSSD
	Clover	2,5	SCTBHTH	SPBHPSS	SDDTPPP	BHTSCCB	CBCSDCC	DBTDHSH
	Blank	5	SHTBHTB	BPCDDSH	TBTBHBP	PSDBHPS	SSHCSCD	TTBBDPB
	Blank	1,2,5,6	SHTBHTS	SDSCCCB	CSCSDHB	CTHHPPP	PSTBSCS	DDSTHHP
	Blank	3	SPBSDHP	DSBTHDH	DSCHBHB	SSHTSTP	TSCBSCD	HSBDTBB
	Snake	2,6	SPHBSTH	SPPCTSD	TTTTDCS	DDDSHTS	HSDBDDD	DCSSSTP
	Blank	5,6	SPHCTHP	DTDCCCB	BDHBSSP	HBPBPPC	THCPPCP	HHHCTPT
	Blank	1,2,4	SPHDSDS	DDPHBPT	CDCPPDC	BBCCHHC	HBBPTSD	PPPSPDP
	Blank	2,6	SSCBPPB	TDDTDBT	PHBBDDT	PCBTDCT	DSTBTTC	DDPDPBC
	Blank	2	TBSBCCS	TPDPDTB	CCBTSPC	CTSHCTH	DCBHPDB	HSHSBSB
	Clover	2,4	TCHPBSH	CDTPDTS	CDTTBST	DPPBTSD	PTCHTTP	PPSCPDP
	Blank	5	THPBCCB	SPHDTTT	HCTSPCP	SCCBTBS	DSPPHHC	DSBPBCT
	Blank	2,3	TDPBDDS	DPDBHPP	CCSPDDS	PDBPBCS	BDCDSHS	CPHBDPD
	Blank	5	THDCBBH	DBPPCBB	SDCDPPC	PSDPTTD	BSCDTHC	SCSHTHB
	Clover	2,6	TSBSCHC	BDBTTDC	CPSPTTD	BDHCBTC	CPTDCDS	HDCBTTC
	Plus	1	TSCSHSH	BTHPTHP	DHBHPTS	STHCPCP	DBSPHPC	CSTSCPH
	Snake	2	TSHBCPT	DBPHPTP	DDHSSDC	DSHCDCS	HPBSSBB	CBCSBSD
	Blank	1	TSPDCPP	BCHBCTT	TSBTDTC	HPHSTSH	PPDSDHD	CPBSTDS
	Blank	1,6	TTDBDBS	HHSBBHT	CCSHSBD	PDTHDSH	TBPHHBS	PTTTBCP
	Blank	5	TTDPPHP	PTSCDPS	PCHDSBB	HHCBPHT	BTBDBDB	TTTTHPT
	Blank	5	TPSBTTC	SPBDPHB	DCDTS?C	CSCHPTB	PBCHSST	DSTTTDT
	Clover	3,5	BBBBBBB	SBTSCCB	TCHDHSB	PSCDTPH	DHDSPTT	BBBBBBB
	Blank	2,3	SHDDCPC	PPBBHSS	PSDCPSD	CTCHHTP	BPBSCBC	DTBTPDT
	Blank	2,4,5	TPCBCBC	PTCTBTS	DHPHBCC	PSCBTHC	BTBSBBH	CBTPTPB
	Blank	1,3	TTCTDBS	DDPCHPB	BBPPSHB	PTCSHCT	CTTSBHS	DDSCDBB
	Blank	6	DHHPCTH	HDCTTBD	PCSBTST	CPPTCTH	TSBTTHP	HBCBPPS
	Blank	2,4,6	PBBHTTS	PCHPCDB	CSBCTDH	PSHDCBT	CPPDDBC	CSHHCSB
	Blank	2,3,6	TSSCHPH	DTTHDPH	CTHTPCB	PTSBBTB	THSHDBD	CSHCCCB
	Blank	5	HPDHBPP	PPDSDHD	DCHBBTP	TPDCSBC	SHCSSDH	TTTCPCD
	Hex	3,5,6	BDPSDTB	PTPTDCC	TSBPBST	HTCDDHC	BDCDHSC	SDDPSSC
	Blank	2,5,6	TSSBSSH	SBHCBST	PBSHDCT	PHDPCTD	BHSHCHT	CBBDHTB
	Hex	1,5	HSTCDHP	BCCHBHS	DDBTHSC	CCSBHPD	DCSTSTP	HCSCHCP
	Diamond	2,5	CHDSCCT	DBDTPSS	CDDTSCT	BHSBBSB	SDDCHHC	TPTDTPS
	Blank	2,5	SHSHCHH	HDBDSCS	PDPTSST	SBPTHHT	PDBSPCD	PSSSHHP
	Blank	2,6	CPSBSDH	BTPPTBD	TDPBHDB	TBHDDSH	SBCPSTB	CDHSSHB
	Blank	2,6	SDHPPSS	HDSBSBD	HCPHTSH	BDDCPTD	PHDTBST	PCTDCPS
	Snake	4,6	PTDHBCB	HHHTSBD	SHBDSSH	TDSTCDS	TBBSTTT	BDBBHTH
	Blank	3	DPBSDDH	TPBHDHT	DBDBHCD	CPSCCHS	DPBTSTT	SCDSDPH
	Blank	3,5	PDHHSBT	TTDHBSH	PPPPHHB	CPSTDHP	SPPCCHB	PPCBCTP
	Blank	5	STCPCHB	HDHCHSC	DSCPDSS	BHDSHPH	DHCSSPH	DPSBTTS
	Blank	3,5	BPSPHBB	CTSTHBS	BTBTSSH	HSPCHDP	PTBCSHD	DTDCPBP
	Snake	2,5	BDPBBBS	THTSTSH	SPPDTTC	HSPSBCB	BDCBBSH	TTTBSTB
	Blank	2,5,6	TCDCSBS	BBCHHSS	BPSSDCD	CSTTCBT	BBPCBCS	CDHDBBD
	Blank	1	PPHDDDS	SSBDSCC	PTTDCSC	DBDPSDH	THBCPTT	BPSPSTT
	Diamond	6	TSHCBCT	DHBBTSB	HSPDTHS	PSHTTHD	BCPSDHP	DTCHCDT
	Blank	3,5	PHDSHSD	SSTSSDP	SBBDSTP	CHBHBTD	BPPPTCD	SCTDSHS
	Blank	3,4	DCSPBDD	PSSPBDH	TSDHCPP	HDCBPHP	SPPSSHB	SDBCPPS
	Blank	1,5,6	CHTTDCC	TPSCSPP	HDHSTSP	CSCPHSP	SHHBDBC	PCCBDSH
	Blank	3,5	HCDDTHP	TSDSDTD	TPTPCSD	CPDCCTT	PCTCCPS	BSHCTTP
	Blank	4,5	HSCBDHC	TSHSPSB	CSPCHCT	HBSSDHS	DPTPPCS	TBSTDCT
	Blank	4	PBTDTTT	HCBHPCP	HBCCSPB	CCSDDCP	TDTSTSD	CCTBSHC
	Blank	3	BHBTPDS	TTCDTCH	BDBTBCH	TSCCSPT	BBTTDSH	HBCCSPB
	Blank	2,3,4	PCDDHDP	BHCPCDH	DBDPDCH	DDSTBDH	CTSHPPD	SBDPTBB
	Blank	2,4,5	PSDCDBH	BPTHCDC	SPCTSHS	BBCPHHH	CCPTDPS	TSBHHCS
	Blank	1	CPHSBTT	TBDSSPT	SSHBCDB	BTHSCBP	TCSHSCT	THDBDTB
	Blank	1,2,5,6	THDHSPP	CDTSDHP	CCTSDSH	DDSDHHH	TPCTTBB	SCDHTPB
	Blank	3,6	CCSCPDC	PSCSCDB	CTDDBCD	PHBDTDT	DDSCCDD	THSBBBT
	Blank	2,3,5	SHBDPBD	HBDBDHT	DBHTPSS	HHCPCPH	BCHDCTD	DBDBTTD
	Blank	2,3,5,6	DBSTHPH	BCPCHDP	HCPHPPH	DBPCDPB	CTCBBPP	SHCCDSC
	Blank	2,4,6	PSPSBPH	CCSCTBB	SCPHSTC	DHPDCHT	BSDPCTD	TBHTDPH
	Plus	1,4,5	THBHBSC	TTTHBPD	SPPCHCT	STSPPHD	TDDHHTS	TSCSCDH
	Blank	2,5	SDDSDTH	HTPSPCB	BCSCSPS	CSCDSHH	DBCSDBP	CBHCPPT
	Blank	2,3,5,6	HPHBDBB	CDCSCTS	CPSDHBC	BDDCHTP	PHHSTSH	SBHCPCD
	Hex	3,4	PTCTDHS	BPSHDPS	BHHDCCC	TBCHDCB	BBBBBBB	BBBBBBB
	Blank	3,5	PTPDPPC	HTCDSTD	TBTDDPP	PPPSTTH	HSHSCBS	SDSCHDP
	Diamond	1,2	PCTHCTC	TCBTBCH	CCCHBSH	HCCPCHT	HHSSDCC	DDTBPTH
	Blank	5	HHSTTPB	TTSBDBH	DHHSTSD	TTSCCSS	CCPDBTP	DDSSPHB
	Blank	2,6	PBHDBCC	TPTSHSD	CPSBCCP	CCBDBHD	DPDPSCH	DHTTHHP
	Blank	1,5	TBBSTHB	BDDPSBP	SPTSHBS	SCHCSTH	TTTHBSP	BBHDDPH
	Diamond	3	PBPBCPD	DCHBHHB	TPHCTST	TTDTBTB	DHBSPCD	PHTCPTB
	Blank	5	SCSPSHH	TBPBTCT	CHBBBDC	CDCCTTC	HCCDDPC	SPSPTHP
	Blank	4,6	CDCHHST	HPSBDSD	HCHPBCC	PTBHCHC	HHCSPBC	CPSCBTC
	Snake	4,6	PTTCDBD	BDHHDDP	SSBDDCP	CSBDTDH	TPDDBDT	PDCSDTD
	Blank	3,6	PTCHDCS	DCSDSBT	HSTBSBB	PDDHHHH	CCDHPTP	HDPTTHP
	Blank	2,5,6	BTBHSTP	THBTHTH	STDTSSB	CSHTDST	HPTTDPT	SDPHTPS
	Blank	5	TCBCSHD	TDTPPCP	TDHPBSP	PDSSSBD	DPHPTSP	PPTTTHH
	Snake	2,5	DBSTPDH	CCDHBTC	PBPTCCT	CHHCBHH	HPCBDCT	HTCBBTH
	Clover	5,6	SSDPHBT	PBDCTST	DHDTBTC	SPHPPPH	CHTPCPC	BSPPTBP
	Blank	3,5	BCTDHCP	BSBTPTT	HCTBCSH	STTHTSP	DSPTTHD	TPCHTHP
	Blank	2,4,5	STDPSBP	HPCHPCC	HDHPSBH	TCDTCHB	DSBCSCS	HTHBCCC
	Clover	3,5	TCTHDHP	BBTPTHC	SHSTSBS	BPBPPCP	TBSSPCH	BDBPBBT
	Blank	1,2,6	BPSHHTT	BPSTBBH	BPCSHDH	BCTBTSC	CBHPSDD	HHDHCDT
	Blank	2	CBPSHCP	SSPTHBH	TPCDDHD	CDBBTPB	HPPHPHP	CTDHBDB
	Plus	2,3	HCBTBDP	DDPPSCD	HDSDDDT	CTCSTCC	HCSCBCS	CSHBHTS
	Snake	3	CSHHTCT	BBBTCSH	DBHCDHB	BHHTCHB	BTDBCDH	PPDPPSH
	Hex	2,5	PTPSSCP	BTSTHPS	HPBBDSH	HTTPBPB	TSSSBCT	HHBSDBS
	Blank	1,3	DDTTSSC	CDCPTBS	DCPTPSH	DHDPTBP	CCSPCDB	BSCCBDP
	Hex	3	HBHCBDS	THCSCHS	TTPCDPH	SHBTHSS	DDHPPHC	SCCPDPP
	Diamond	2,5	DCPPDDP	PTCHDSD	DPPBPBH	DHPTCDP	BPSTHPH	HSHTSHS
	Blank	1,2,3	CPBSSDD	TPPBDSB	BBSDHTH	SPCCSDP	DSTTDBP	THDSHBS
	Blank	5	CBTDPCH	CBTDBSB	HCSPBDT	BSCPHDB	BPCCSBP	TCSTSTB
	Plus	1,4	BHDTBCB	BPTPSHS	BSDCCSP	CBCSTPB	BPPBBDB	BPDPCDC
	Plus	2,6	SCBTDHT	CDDSHHD	DPHTBHD	HPBSSPT	DDPPTDC	TSBCTST
	Plus	3,4,6	BCSHTHH	STSBSCH	HHBSTHC	SDPHBCT	CBHPHSB	DPPSHDP
	Blank	2,6	TSPTPCH	SBSSSDS	TDBBTHS	PCPTDBB	PBDPHPC	TCDTSCP
	Blank	1	PSTPHPT	DBDTBHD	BBBBBBB	BBBBBBB	BBBBBBB	SDTHPSS
	Blank	3	BBBBBBB	CTPSBTT	SHCDSPT	BPCPHTD	BHTBDHD	CHBSCDT
	Blank	5	BBBBBBB	BBBBBBB	DDCSSDC	SPHTBPH	TBPSPDS	BBBBBBB
	Diamond	4,6	BTHTCPD	DTCTBCH	DSHDBPD	BDHPCSP	DHCDDTH	SSSSPSP
	Blank	3	PPBTCBC	CBPHDDT	CDHTTSD	PSCPCSB	PCPPSHC	BBHTTPT
	Blank	5	BBBDPBD	HHHBPDP	HTTDHDD	HHCPSPB	SBCTSBT	HTHHPBC
	Snake	3,5	DSSSHHS	HPTHTSD	SBSCHBH	PSCDSDH	DSHBBHP	CPCSBHB
	Snake	3,5,6	SCDCTCP	THCTSDT	CBDBBHC	DPBCSPS	BBSHCHD	DSDSDBD
	Blank	5	CPBBPSH	BCPHDCP	PTBDPBB	CDTHSSS	HHTCBPP	DTCSSTC
	Blank	2,3,6	SPTDDCH	BTCSDSB	CCHTSDP	HSTTCHH	PSHTSCC	TPBSHDC
	Blank	5	HHPTTDT	PSHPSTB	HDTDPDP	DPPCTCH	PPCDHTP	HBCSPCP
	Blank	2,3,5	BHSCSTS	HHPPDTD	DDTSBBP	TBSPHDB	HBPCHCP	SBPSHDS
	Blank	3,5	DPSTPHB	DDHHPBH	BDBBHPC	BSDDTDD	BDDCCST	BHDCBBS
	Blank	4	TTTPSSC	TDSBCCC	PTPTDPP	TCPSHCP	HBTCDDH	TCPSBCT
	Blank	1,2,5,6	THTPBTB	TBPBCBB	SBBPTSD	BTTCTSB	PHDTHBC	CSTHSBT
	Blank	1,3	SDSTSCS	DDDPTSP	BTHTTPH	PTHBBPD	BBBBBBB	BBBBBBB
	Hex	3,6	DTCCPDP	HDBSPTB	PSPBPPD	CDCCTDT	SCCPPHP	HPHTTCT
	Blank	2,3,5,6	PBCDPTT	BDSSCTP	CTPHDDS	STTTBSS	DPCDHHT	TTTPDPP
	Plus	2,5	DHDTHHB	STHPHPB	HTDTDSC	PHHSBTS	THSCTCB	BHBCSCD
	Blank	3,5	SCTHSSH	BTCSHTH	TDDPPPB	HHBDSTD	DHTBHPC	THCSPHB
	Snake	2,3,5	TTHBHCC	BPCCTCT	SCPBDSC	PBTDPBD	PDSCBCP	BPDTSSC
	Blank	2,5,6	CCDCHDP	TPSCBST	TPDTPCB	HHHSCSB	CTPHHPD	HBSTDHH
	Diamond	6	PCHDCHS	BHBBSCC	HSBTBDP	PTHCCPT	BSCHDCH	TTBSCTD
	Blank	2,5	TDHTHPH	CPPBBDH	BDHHCBP	CPTHCDD	STCCCCS	SSHPDDB
	Blank	2,5,6	HPCPHBS	CSHTTBD	PBTBTTT	HTSTBDP	HTBTHBT	HBSHHTC
	Hex	2,4,6	TPCCDBP	DCCTTCS	CTDPHTD	CCCPPBS	HBSSBHS	HSSHHTP
	Blank	1,3,5	TDPTTDD	PHSPBHD	BDDDTPS	DBSSCPD	HPDBBCS	CTCBCDP
	Plus	1,4,5	SPTSPPP	BBBBBBB	BBBBBBB	CPSCHPD	BPTPTPH	CHPTSTC
	Blank	3,6	BBBBBBB	DTHTDBH	TPPHPPD	HCCPBCB	TSHSPSB	HDPBHSB
	Blank	2,3,4,6	BBBBBBB	HTCSHBS	PPBHPSS	HSDDBPC	PDCTHHS	BPSCDSC
	Blank	4	BBBPDCH	HDPHCPH	HCHSCTS	PBDSCBB	HCHBBTD	HBBSPSD
	Blank	2,3,6	BDBSDPD	SCTHDHS	PSDCBTP	BHCPSDT	SBSPTDC	BDDDTPS
	Blank	1,5	BDCPHTB	DPCHBCC	PBSPSSD	PTHSTTD	TDTSSBD	TBBTSDC
	Blank	2,3,5	BDHPHDS	SBTTHCS	BSDDBDH	BBTCPDB	CSCCSDC	CTHHTDH
	Blank	6	BSTBCTH	CDSCTHP	SBPDHSH	CCBDBDB	HHDDPHS	PDCBHDS
	Hex	3,4,5	BTCSBCC	PCBCCDC	BPPTPCB	PCTPCCC	CHTCPHP	HBBCPHB
	Blank	2,4	BTSCDCT	TBPBDSC	BSHCCTS	HTDPTDS	SCSDHPS	HTBBDBB
	Blank	1,2,3,4,5,6	CBPCSCS	PDCSBDS	BBDHPCB	SBHHBSC	SHDHCTD	BDDDSPC
	Blank	5	CCTTDDB	SDCSBCB	HSTBTTH	SCHDHDT	TPSCBST	BDCSCBP
	Clover	3	CDCHSBH	DDPHCCD	PCSHCTT	DHDSTDD	HDSDPTS	SBSTBCB
	Diamond	3	CHPPCDH	DDBSCHH	SCSDBTP	DDCHPTD	CSDSPSH	SPPDDSP
	Blank	6	CPCBBPH	HPSTHPH	SSHHHCB	CHHBTSH	SBTDDCP	DHCTDTB
	Blank	2	DBPPHPD	CBDCBPH	HHCBCCP	TDPBSHC	HHPSBHS	BDBCBTH
	Blank	1,6	DDPPDTB	CDCCHPD	TTHDDHD	SDCSDCS	BHTSCSP	PBCCBHH
	Blank	2	DHDTHHH	DSPPDDB	HBSPSCB	CCDTSTP	THPSPCB	HSBHCPS
	Snake	6	DHSCDBD	BSDTCHS	PDDCCHS	THDDSTD	BCTSBDH	TDHHCHT
	Blank	1,3	DPDSTTB	BPSCTHH	CDCHPDD	HSCHSST	SBTDCHS	PTSBSDC
	Blank	3,5	DPHPBCD	PTHHPCS	DDSSPHC	DDCCHTT	PCCDSCB	BHDHTBP
	Plus	3	HBBTSHS	BSPTHTP	BCSHBPS	DTPCTSB	BSHPBHS	DHBDCPH
	Blank	4,6	HBCPHDB	BCDDCBC	CDBSHSP	DSTHHHP	HHCSDDB	DDTDTBS
	Blank	3,5	HCBBCHT	HBDBPHP	STCHSCS	BHSCPCB	STBTTPD	PHDPBDB
	Blank	5	HCPHCPD	HBHBBCS	DTDTSCS	SBBDHBS	HBTHCCT	CCHDHHP
	Blank	3,4,6	HPHDPTC	PBPBCHD	SCCTDBS	CDBDHTH	TDCPHCB	BCSPSDC
	Blank	2	HPPTBHC	DBCHHTT	TSCPHSP	DBHDPBD	PTHHSBS	THBCSCT
	Blank	3,5	HTTTCTH	DTSBHCT	STPHTBT	PPTSSDP	PPTDHDB	HCHBPHT
	Blank	3	PBHCHTT	DCPHBPH	HCTHHHS	CTSBDPC	HSPSPSH	BHPCHCB
	Blank	4	PDBSTHD	TBSBPBH	DDHBTHD	BBDSPSD	CDTTHPS	STHCPST
	Blank	1	PDDPBSB	BHTPSSS	SBHTHHH	BTCPHHS	DSBCDSS	DTDCBBB
	Snake	5	PHTSHBD	SPBBHTB	HCDBHSS	HBPBBPC	PCCDHDD	TDCCTTC
	Blank	1,5	PPHTCDD	CSPTSST	SSCCHTT	BPHBPPP	PTSPDHP	BHPDTST
	Blank	1,2	PPTDPHB	SPSPCSS	BBBBDSB	PBBCSTD	PCBTCTS	BDCPDDT
	Blank	5	PSHPDBH	STBTBTP	BDSHCDH	TTPDSHP	CSSPSBC	SSHDBTH
	Blank	1,2	SBCPCPB	BBPHTBC	TBSPTHP	TPDTDDS	PTBTDBH	BSDTTBP
	Plus	4	SBPDCHD	TCTSCCS	HHDSPSC	SPBPCSC	TCDHCCC	BBCSSSB
	Blank	5,6	SCCHDHS	DTSSBCH	CPHTTDT	HTHCTTC	CBCSTTC	STTBCHP
	Blank	3	SCDPDPC	CTHBBCH	DDPCDPB	SCBPPBB	THHPSCB	BCDCPPH
	Blank	2,6	SCSBSPB	DTDCBCH	CBDCBHH	SBBPCSB	BSTHTTP	HHDBDDH
	Blank	3	SHBSBHH	BPTBSDT	SPPDDSP	DHDDSSH	BSSPPCP	TSDHDPC
	Blank	3,4,6	SPCPCCP	DPBHHDH	STSPCST	CDSDHTH	TBDHCHT	DHBDDTT
	Blank	1,4,5	SPHBSTB	HTBDSCT	BTBPHCB	SBHDHHS	HPTCHDD	TTDCHSP
	Blank	2,3,5,6	SPHTPCC	DSHHDDH	BHSCDHD	SDDBSDD	CBTBBBT	HCHHPPC
	Snake	2,6	SPTBCSP	DHSPPPD	BSSBTCD	BSPHTBS	BBTSTBB	SCCTDBS
	Plus	6	SPTTTCT	PHTSHDB	BSSSBSS	PHBHSTC	DDBSHHD	TPBPDTD
	Blank	3,5,6	SSDBCCD	DSSPTTT	THPHHBH	PBPBCPD	HSPCTTH	SHPPBTH
	Blank	2,3	SSHHPCT	HCTCTSC	HSTSBTT	BHSBHTT	HPPTHHH	BPDHBPP
	Blank	3,6	STBBCTB	HBBCBHD	TDCHPBP	PTTCDBD	BCTDCCS	DBHBPTP
	Blank	2	STCBCSP	BTBCTPH	DBCDSPT	HBPDHPD	DDHCPPC	TPBSHTD
	Blank	2,3,5,6	STHSBPP	HPPPTHP	DHBCDPS	TDHTBTH	HSCBSCS	BTBCPDD
	Blank	1,3,4	STPBCDT	PBBHTSB	PHBBCTT	SCCTBCB	TBDDDHB	THTPSDC
	Blank	2,3,5	TCPDSCB	SPSBHDS	HCBCBPC	CPTCCTH	SBPHBSH	CBSBDBH
	Blank	3	TDDDPDD	SDTSSBH	SHCBBSS	HHHCBCT	CDCHDHC	HDCSSPH
	Blank	4,6	TDHCSHC	HSCCDBC	STHHTPH	TBCHTSP	CPBHHSH	PCDTSDS
	Blank	1,3,4	TDHHBCP	BTCDDBH	TCSPTHT	PTCPTHC	BBSPTPB	SHTHBTP
	Blank	3,4,6	TDHSCDT	BSSPDBH	DPHCSTD	BBHDHPD	SHPSHHC	PPTBTTP
	Snake	1,4	TDPPHDD	DSTTHTB	TSDPCPB	CHHBSST	HDSBSDP	THPHBSD
	Blank	3,6	THBHBHH	TPPHCPH	BPBCTTH	HBHCTPD	PDDTSBT	BHHSHCS
	Blank	2,3,5	THPBDHP	CSBDBDP	DHCTDTB	PBTDDCH	CPBCDTB	BTTSSPB
	Blank	1,6	TPHCDTS	CHPBTTT	DPPPDHT	SDDDSBS	SHSCBCC	SBSCDCP
	Blank	2,6	TPHCHPP	TCHTSPT	CCPHCBP	SBSSCHH	HSBHHHP	CSHHHBP
	Blank	1	TSSCCPD	SBPCBPP	BBBBBBB	BBBBBBB	BBBBBBB	CBTTPTT
	Blank	3	TSSTTTC	HPTDBTD	PCTTSTT	TPPHHTT	CTCPBCD	CSSBSDT
	Blank	1,3	TSTDHDH	SDHBSBT	BTDSSHP	DPHSSHT	SDPHSPS	STPBTTD
	Blank	2,4	TSTHTSD	CSHDTTT	DDSCDBD	PDBBPTS	HDBDHSD	CHBHPPC
	Blank	2,3	TTSTHDT	BCCBPTD	PCPSSTT	DPSPHSB	SDPDBTS	DBBHSST
	Blank	5	TPSSTCP	PTSTPCP	TPDBBHC	BDDTPSH	DHTTCPD	BSPBTDH
	Blank	3,4,5,6	PHTPCHP	BHSHSSH	PSCPBSC	HTHSPBT	BDHCDST	PSPSSBT
	Blank	3,6	TSBPCPT	CTHPHDS	CSPDTSD	BDBBDTS	HCSHDSP	HSBBTCC
	Plus	6	HTDBBDD	PPCTSPT	BBBBBBB	BBBBBBB	BBBBBBB	CHPCCST
	Blank	2,5,6	THDSBSH	CHBHCTT	CCBCBPP	TPSTBHC	HTDBSTT	BTPSTDS
	Blank	5	TCBDDCS	PDCSHTP	BTSTBTH	TTSBDTP	SPCCTTB	TPHCTCC
	Blank	6	SHCTDPP	BBBBBBB	BBBBBBB	PBBDBST	TTCCSTH	DBCDPBD
	Plus	4	CSCCDCT	CCCHPBT	HSTCCDC	CBCPBSH	SSPCCDD	PDCDPSP
	Hex	2,6	HPDPHDS	THCBHHC	SPSHBCP	PTDTDBT	THTDPCS	CBTHTSS
	Blank	4	TSDDBPH	TDPBHTS	TPHSPTT	CCBSPDD	BDPTDDH	CTTPHSB
	Blank	3,5,6	SHPCCCC	BHPPDBD	DSDSDBD	DSTHDHB	DCCBC?C	HPSTPSS
	Blank	3,6	DTDTCCB	TTTTPDT	SPPHBCS	TTDCBTB	TPTHBBB	STBHCCC
	Blank	1,2,4,6	PSBBSTH	CDTSPPD	DTBSBBP	BPPPPHH	CDDPPHC	SPSHPCC
	Blank	3,4	PTHBBPD	DPCHPCC	TBSSTPT	TBTBTBD	BBBBBBB	BBBBBBB
	Clover	1,3	SPPSHBP	HPTPTDD	CDHSSHB	TSTHSDH	SPBBHTB	PTSPSBP
	Blank	3,4,6	DCTBDHB	TPPTTHP	PPTBTTP	HSDBCHT	BCBTDSD	PBBPPSS
	Blank	3,5,6	TPBCCCC	HTBSCPP	DBDDBSB	TTTBBSP	SBSSSDS	PDCDSSB
	Blank	2,3,6	PPHDTBP	DCPHDHT	SPBSSBC	BPPBHHC	HDSCTSD	BSSPBBT
	Blank	2,3	BPTDHBB	DDCHBTH	BSDSHHP	STSCDCT	BHHSHSD	CTCBCDS
